OFFENCE_CODE,STATUTE_CODE,DESCRIPTION,SEVERITY_RANKING,ACTIVE_FLAG,EXPIRY_DATE,HO_CODE
RT88022B,RT88,Aid / abet danger of injury due to vehicle condition,125,Y,,815/04
RT88023B,RT88,Aid / abet danger of injury due to vehicle accessories,125,Y,,815/04
RT88024,RT88,Selling or offering for sale appliance not authorised for use on motor cycles,125,N,2014-07-05 00:00:00,825/90
RT88026,RT88,Drive a motor vehicle dangerously,125,Y,,802/00
RT88026B,RT88,Aid / abet dangerous driving,125,Y,,802/00
RT88030,RT88,Parking HGV on verge of road,125,N,2014-07-05 00:00:00,820/90
RT88031,RT88,Parking HGV on central reservation in land situated between two carriageways and which is not footway,125,N,2014-07-05 00:00:00,820/90
RT88032,RT88,Parking HGV on central reservation on footway comprised on an urban road,125,N,2014-07-05 00:00:00,820/90
RT88033B,RT88,Aid / abet danger of injury to passenger load,125,Y,,815/04
RT88036,RT88,Driving on cycle track,125,Y,,820/90
RT88037,RT88,Parking on cycle track,125,Y,,820/90
RT88039,RT88,Carrying motorcycle passenger in improper manner,125,N,2014-07-05 00:00:00,824/02
RT88040,RT88,Carrying more than one passenger on motorcycle,125,N,2014-07-05 00:00:00,824/02
RV98012,RV98,Permit to exceed max permitted wt of artic' vehicle : No of axles/configuration (No MOT or Manufacturer's Plate),125,Y,,823/02
RV98013,RV98,Exceed the maximum permitted weight of single or groups of axles (No MOT or Manufacturer's Plate),125,Y,,823/02
RV98014,RV98,Cause to exceed the maximum permitted gross weight (No MOT or Manufacturer's Plate),125,Y,,823/02
RV98015,RV98,Permit to exceed maximum permitted weight of single or groups of axles (No MOT or Manufacturer's Plate),125,Y,,823/02
RV98016,RV98,Exceed the maximum permitted weight for closely spaced axles (No MOT or Manufacturer's Plate),125,Y,,823/02
RV98017,RV98,Cause to exceed the maximum permitted weight for closely spaced axles (No MOT or Manufacturer's Plate),125,Y,,823/02
RV98018,RV98,Permit to exceed maximum permitted weight for closely spaced axles (No MOT or Manufacturer's Plate),125,Y,,823/02
RV98019,RV98,Exceed maximum permitted laden weight of rigid vehicle (Cause),125,Y,,823/90
RV98020,RV98,Exceed maximum permitted laden weight of rigid vehicle (Permit),125,Y,,823/90
RW68001,RW68,Trespass on the railway after warning,93,Y,,169/01
RW89004,RW89,Travel on railway without paying fare,93,Y,,169/01
RW89005,RW89,Travel beyond the distance paid for on railway,93,Y,,169/01
RW89006,RW89,Having failed to pay rail fare gave false particulars,93,Y,,169/01
RW89007,RW89,Attempt to travel on railway without paying fare,93,Y,,169/01
RW89008,RW89,Fail to produce / deliver rail ticket on request / give name and address,93,Y,,169/01
SA76004,SA76,Body corporate which provides broadcast service including in programme a matter likely to lead public to identify alleged rape victim,93,Y,,195/99
SA76005,SA76,Having editorial functions in programme containing matter likely to lead public to identify alleged rape victim,93,N,2014-07-05 00:00:00,195/99
SA76006,SA76,Publishing in publication (other than newspaper or periodical) a matter likely to lead public to identify alleged rape victim,93,N,2014-07-05 00:00:00,195/99
SA76012,SA76,Publishing in publication (other than newspaper or periodical) a matter likely to lead public to identify woman as complainant,93,N,2014-07-05 00:00:00,195/99
SA76013,SA76,Publishing newspaper or periodical containing matter likely to lead public to identify alleged rape victim,93,N,2014-07-05 00:00:00,195/99
SA76015,SA76,Publishing newspaper or periodical containing matter likely to lead public to identify woman as complainant,93,N,2014-07-05 00:00:00,195/99
SA76016,SA76,Including in programme a matter likely to lead public to identify woman as complainant,93,N,2014-07-05 00:00:00,195/99
SA92006,SA92,Publish name / address / photograph of sex victim - other publication,93,Y,,195/99
SA92012,SA92,Identifying sex offence complainant - other publication,93,Y,,195/99
SA92013,SA92,Publish name / address / photograph of sex victim in a newspaper,93,Y,,195/99
SA92014,SA92,Broadcast name / address / picture of the victim of a sexual offence,93,Y,,195/99
SA92015,SA92,Identifying sexual offence complainant in newspaper / periodical,93,Y,,195/99
SA92016,SA92,Identifying sex offence complainant in broadcast,93,Y,,195/99
SB85001,SB85,Damaging submarine cable,93,N,2014-07-05 00:00:00,058/00
RC86397,RC86,Cause the sounding of an unauthorised warning instrument on a vehicle,125,Y,,822/00
RC86398,RC86,Cause use of a vehicle carrying a racing boat - front projection not clearly visible,125,Y,,823/90
RC86399,RC86,Cause use of a vehicle carrying a racing boat - rear projection not clearly visible,125,Y,,823/90
RC86400,RC86,Use a small passenger vehicle / trailer with tyre under / over inflated.,125,Y,,815/03
RC86401,RC86,Use a motor vehicle / trailer with tyre with cut in the fabric,125,Y,,815/03
RC86402,RC86,Use a small passenger vehicle / trailer with tyre with a lump/bulge/tear,125,Y,,815/03
RC86403,RC86,Use a motor vehicle / trailer with tyre with any of the ply / cord exposed,125,Y,,815/03
RC86405,RC86,Cause another to unnecessarily obstruct the road with a vehicle or trailer.,125,Y,,820/90
RC86406,RC86,Cause use of a vehicle with a front projection of load / apparatus exceeding 2 metres,125,Y,,823/90
RC86407,RC86,Cause another to use a vehicle and trailer of excessive length.,125,Y,,815/90
RC86408,RC86,Cause use of a vehicle with a front projection exceeding 3.05 metres,125,Y,,823/90
RC86409,RC86,Cause use of a semi-trailer part of veh more than 4.2 m from ground while on level ground total wt exceeds 32520 kgs,125,N,2014-07-05 00:00:00,825/90
RC86411,RC86,Cause use of a vehicle without an identification plate fitted,125,Y,,825/99
RC86415,RC86,Cause use of diesel engine with excess fuel device not properly maintained.,125,N,2014-07-05 00:00:00,815/05
RC86416,RC86,Cause use of a vehicle - rear projection between 1 and 2 metres not clearly visible,125,Y,,823/90
RC86417,RC86,Cause the use of a vehicle with insecure load which is likely to cause danger,125,Y,,823/01
RC86419,RC86,Cause use of a vehicle - rear projection between 2 and 3.05 metres not clearly visible,125,Y,,823/90
RC86420,RC86,Cause use of a vehicle - rear projection exceeding 3.05 metres - conditions not complied with,125,Y,,823/90
RC86421,RC86,Cause the use of a vehicle with mixed tyres on steerable and driven axles.,125,Y,,815/03
RC86424,RC86,Excess weight - cause use of locomotive / motor tractor / bus unladen weight not marked,125,Y,,815/90
RC86425,RC86,Cause the use of a vehicle for unsuitable purpose as to cause or be likely to cause danger or nuisance,125,Y,,815/90
RC86426,RC86,Speeding - cause low platform trailer to exceed 40 miles per hour,125,Y,,823/01
RC86427,RC86,Speeding - cause use of restricted speed vehicle exceeding 50 miles per hour,125,Y,,816/01
RC86429,RC86,Cause use of unbraked  trailer gross weight not marked,125,Y,,815/90
RC86430,RC86,Park a motor vehicle in darkness other than at nearside of road,125,Y,,820/90
RC86432,RC86,Cause use of motor cycle - no passenger foot rests,125,Y,,824/02
RC86437,RC86,Causing a driver not being in position to have proper control,125,N,2014-07-05 00:00:00,804/90
RC86438,RC86,Causing a driver not being in position to have full view,125,N,2014-07-05 00:00:00,804/90
RC86439,RC86,Cause opening of vehicle door so as to injure / endanger a person,125,Y,,804/90
RF96131,RF96,Knowing a reserve force soldier liable to recall to be a deserter procure/persuade/assist him to remain so,93,N,2014-07-05 00:00:00,153/15
RF96132,RF96,Knowing a reserve force airman liable to recall to be a deserter procure/persuade assist him to remain so,93,N,2014-07-05 00:00:00,155/08
RF96133,RF96,Knowing reserve force naval/marine liable to recall to be deserter procure/persuade/assist him to remain so,93,N,2014-07-05 00:00:00,154/04
RF96134,RF96,Knowing reserve force soldier liable to recall to be AWOL procure/persuade/assist him to remain so,93,N,2014-07-05 00:00:00,153/15
RF96135,RF96,Knowing reserve force airman liable to recall to be AWOL procure/persuade/assist him to remain so,93,N,2014-07-05 00:00:00,155/08
RF96136,RF96,Knowing reserve force naval/marine liable to recall to be AWOL procure/persuade/assist him remain so,93,N,2014-07-05 00:00:00,154/04
RG51001,RG51,Occupier failing to register premises or change of premises with Local Authority,93,N,2014-07-05 00:00:00,168/13
RG51002,RG51,Having unclean filling material on premises,93,N,2014-07-05 00:00:00,168/13
RG51003,RG51,Selling unclean filling material,93,N,2014-07-05 00:00:00,168/13
RG51004,RG51,Delivering rag flock to unregistered premises,93,N,2014-07-05 00:00:00,168/13
RG51005,RG51,Delivering rag flock from premises not licensed to manufacture or store it,93,N,2014-07-05 00:00:00,168/13
RG51006,RG51,Selling rag flock from unlicensed premises,93,N,2014-07-05 00:00:00,168/13
RG51007,RG51,Having unclean rag flock on premises,93,N,2014-07-05 00:00:00,168/13
RG51008,RG51,Occupier of premises fail to keep in prescribed form record relating to filling material/rag flock manufacture/storage,93,N,2014-07-05 00:00:00,168/13
RG51009,RG51,Intentionally making false entry in record,93,N,2014-07-05 00:00:00,168/13
RG51010,RG51,Wilfully omitting required entry from record,93,N,2014-07-05 00:00:00,168/13
RG51011,RG51,Possessing for sale article containing unclean material,93,N,2014-07-05 00:00:00,168/13
RG51012,RG51,Offering for sale article containing unclean material,93,N,2014-07-05 00:00:00,168/13
RG51013,RG51,Exposing for sale article containing unclean material,93,N,2014-07-05 00:00:00,168/13
RG51014,RG51,Selling article containing unclean material,93,N,2014-07-05 00:00:00,168/13
RG51015,RG51,Wilfully obstructing person executing this Act,93,N,2014-07-05 00:00:00,168/13
RG51016,RG51,Failing to give assistance or information to person executing this Act,93,N,2014-07-05 00:00:00,168/13
RG51017,RG51,Misusing warranty or certificate of testing,93,N,2014-07-05 00:00:00,168/13
RG51018,RG51,Causing intentionally false entry to be made in record,93,N,2014-07-05 00:00:00,168/13
RG51019,RG51,Permitting intentionally false entry to be made in record,93,N,2014-07-05 00:00:00,168/13
RG51020,RG51,Causing willful omission of required entry from record,93,N,2014-07-05 00:00:00,168/13
RG51021,RG51,Permitting willful omission of required entry from record,93,N,2014-07-05 00:00:00,168/13
RH74001,RH74,Obtaining information of spent conviction from official record by fraud,77,N,2014-07-05 00:00:00,195/99
RH74002,RH74,Obtaining information of spent conviction from official record by dishonesty,93,N,2014-07-05 00:00:00,195/99
RH74003,RH74,Obtaining information of spent conviction from official record by bribery,93,N,2014-07-05 00:00:00,195/99
RH84001,RH84,Failing to register nursing home or mental nursing home,93,Y,,099/99
RH84002,RH84,Obstructing an authorised person in the excise of their powers.,93,N,2014-07-05 00:00:00,195/99
RT88041,RT88,Ride a pedal cycle constructed / adapted to carry one person on as road when it was carrying more than one person,125,Y,,137/06
RT88042,RT88,Causing danger by causing item to be on road,125,Y,,005/11
RT88043,RT88,Interfere with a motor vehicle / trailer / cycle - endanger road user,125,Y,,005/11
RT88044,RT88,Interfere with traffic equipment - cause danger to road users,125,Y,,005/11
RT88045,RT88,Tampering with a motor vehicle,125,Y,,825/06
RT88050,RT88,Holding on to vehicle for purpose of being drawn,125,Y,,804/90
RT88051,RT88,Holding on to trailer for purpose of being drawn,125,Y,,804/90
RT88052,RT88,Cyclist holding vehicle for the purpose of being drawn,93,Y,,137/04
RT88053,RT88,Cyclist holding trailer for the purpose of being drawn,93,Y,,137/04
RT88054,RT88,Driver of a goods vehicle fail to give name / address / produce insurance certificate after accident / offence on a road,125,Y,,809/90
RT88056,RT88,Ride a cycle on a road / bridle way / footpath without due care and attention,93,Y,,137/12
RT88057,RT88,Ride a cycle on a road / bridle way / footpath without reasonable consideration for others,93,Y,,137/12
RT88058,RT88,Riding cycle whilst unfit to ride through drink or drug,93,Y,,137/13
RT88063,RT88,Driving electrically assisted pedal cycle under age of 14,125,Y,,137/99
RT88068,RT88,Fail to comply with conditions for the holding of an authorised trial between motor vehicles on a footpath / bridleway,125,Y,,804/90
RT88074,RT88,Driver of horse drawn vehicle failing to stop on signal of traffic constable (other than traffic survey),125,N,2014-07-05 00:00:00,135/11
RT88075,RT88,Cyclist failing to stop on signal of traffic constable (other than traffic survey),93,N,2014-07-05 00:00:00,137/05
RT88076,RT88,Driver of motor vehicle failing to stop on signal of traffic constable (other than traffic survey),125,Y,,818/90
RT88077,RT88,Driver of horse drawn vehicle failing to proceed or keep in line of traffic as directed (other than traffic survey),125,N,2014-07-05 00:00:00,135/11
RT88078,RT88,Cyclist failing to proceed or keep in line of traffic as directed (other than traffic survey),93,N,2014-07-05 00:00:00,137/05
RT88079,RT88,Driver of motor vehicle failing to proceed or keep in line of traffic as directed (other than traffic survey),125,Y,,818/90
RT88080,RT88,Driver of horse drawn vehicle failing to stop on signal of traffic constable (traffic survey),125,N,2014-07-05 00:00:00,135/11
RT88081,RT88,Cyclist failing to stop on signal of traffic constable (traffic survey),93,N,2014-07-05 00:00:00,137/05
RT88082,RT88,Driver of motor vehicle failing to stop on signal of traffic constable (traffic survey),125,Y,,818/90
RT88083,RT88,Driver of horse drawn vehicle failing to proceed or keep in line of traffic as directed (traffic survey),125,N,2014-07-05 00:00:00,135/11
RT88084,RT88,Cyclist failing to proceed or keep in line of traffic as directed (traffic survey),93,N,2014-07-05 00:00:00,137/05
RT88085,RT88,Driver of motor vehicle failing to proceed or keep in line of traffic as directed (traffic survey),125,Y,,818/90
RT88086,RT88,Driver of horse drawn vehicle failing to proceed to particular point as directed,125,N,2014-07-05 00:00:00,135/11
RT88087,RT88,Cyclist failing to proceed to particular point as directed,93,N,2014-07-05 00:00:00,137/05
RT88088,RT88,Driver of motor vehicle failing to proceed to particular point as directed,125,Y,,818/90
